task,language,run_number,success,co2_mg,execution_time_s,session_id,timestamp
Sum_digits_of_an_integer,cpp,1,True,2.5683987970186,0.2233750820159912,Sum_digits_of_an_integer_cpp_iter01_112502,2025-11-03T11:25:03.416594
Sum_digits_of_an_integer,cpp,2,True,4.305026980385412,0.2255408763885498,Sum_digits_of_an_integer_cpp_iter02_112503,2025-11-03T11:25:04.245374
Sum_digits_of_an_integer,cpp,3,True,5.825712363906512,0.22643685340881348,Sum_digits_of_an_integer_cpp_iter03_112504,2025-11-03T11:25:05.074874
Sum_digits_of_an_integer,cpp,4,True,7.464967705641347,0.22440338134765625,Sum_digits_of_an_integer_cpp_iter04_112505,2025-11-03T11:25:05.902533
Sum_digits_of_an_integer,cpp,5,True,8.987532885571287,0.22747588157653809,Sum_digits_of_an_integer_cpp_iter05_112506,2025-11-03T11:25:06.733165
Sum_digits_of_an_integer,cpp,6,True,10.740898443371158,0.22355151176452637,Sum_digits_of_an_integer_cpp_iter06_112506,2025-11-03T11:25:07.559876
Sum_digits_of_an_integer,cpp,7,True,12.654328783571543,0.22581791877746582,Sum_digits_of_an_integer_cpp_iter07_112507,2025-11-03T11:25:08.390825
Sum_digits_of_an_integer,cpp,8,True,14.256961704156154,0.2222151756286621,Sum_digits_of_an_integer_cpp_iter08_112508,2025-11-03T11:25:09.216176
Sum_digits_of_an_integer,cpp,9,True,15.792635992941225,0.2262566089630127,Sum_digits_of_an_integer_cpp_iter09_112509,2025-11-03T11:25:10.050989
Sum_digits_of_an_integer,cpp,10,True,17.33085556616584,0.22345376014709473,Sum_digits_of_an_integer_cpp_iter10_112510,2025-11-03T11:25:10.877946
Sum_digits_of_an_integer,cpp,11,True,18.989655365493974,0.22194814682006836,Sum_digits_of_an_integer_cpp_iter11_112510,2025-11-03T11:25:11.702663
Sum_digits_of_an_integer,cpp,12,True,20.51766151090348,0.2249159812927246,Sum_digits_of_an_integer_cpp_iter12_112511,2025-11-03T11:25:12.530075
Sum_digits_of_an_integer,cpp,13,True,22.287295329873928,0.22621726989746094,Sum_digits_of_an_integer_cpp_iter13_112512,2025-11-03T11:25:13.358968
Sum_digits_of_an_integer,cpp,14,True,24.20347546398466,0.2239992618560791,Sum_digits_of_an_integer_cpp_iter14_112513,2025-11-03T11:25:14.188079
Sum_digits_of_an_integer,cpp,15,True,25.83188889516806,0.22578191757202148,Sum_digits_of_an_integer_cpp_iter15_112514,2025-11-03T11:25:15.016748
Sum_digits_of_an_integer,cpp,16,True,27.396366387027545,0.22449541091918945,Sum_digits_of_an_integer_cpp_iter16_112515,2025-11-03T11:25:15.847759
